,Unnamed: 0,pth,label,relFCs,new_file_name,ext
69,69,anger/image0001521.jpg,contempt,0.8409503415917376,contempt1,.jpg
70,70,anger/image0001524.jpg,anger,0.8059280050378269,anger49,.jpg
71,71,anger/image0001527.jpg,anger,0.872593063825003,anger50,.jpg
72,72,anger/image0001529.jpg,anger,0.6811618720024811,anger51,.jpg
73,73,anger/image0001538.jpg,anger,0.8225432163253064,anger52,.jpg
74,74,anger/image0001555.jpg,anger,0.8623529209581536,anger53,.jpg
75,75,anger/image0001568.jpg,anger,0.8664671724353874,anger54,.jpg
76,76,anger/image0001600.jpg,anger,0.8743744013136564,anger55,.jpg
77,77,anger/image0001615.jpg,disgust,0.7662437703974743,disgust7,.jpg
78,78,anger/image0001623.jpg,anger,0.8974110955416487,anger56,.jpg
79,79,anger/image0001671.jpg,anger,0.7422899022500561,anger57,.jpg
80,80,anger/image0001688.jpg,anger,0.7792931008168881,anger58,.jpg
81,81,anger/image0001741.jpg,anger,0.84862807638917,anger59,.jpg
82,82,anger/image0001765.jpg,disgust,0.8671540345920165,disgust8,.jpg
83,83,anger/image0001773.jpg,disgust,0.8435550175363971,disgust9,.jpg
84,84,anger/image0001778.jpg,disgust,0.8053876126460355,disgust10,.jpg
85,85,anger/image0001794.jpg,anger,0.5373177591330883,anger60,.jpg
86,86,anger/image0001833.jpg,anger,0.8924776530714466,anger61,.jpg
87,87,anger/image0001857.jpg,disgust,0.7992558170320013,disgust11,.jpg
88,88,anger/image0001861.jpg,anger,0.7814118289397541,anger62,.jpg
89,89,anger/image0001892.jpg,anger,0.861398700430287,anger63,.jpg
90,90,anger/image0001916.jpg,sad,0.8180098987563991,sad5,.jpg
91,91,anger/image0001933.jpg,anger,0.8918523625265473,anger64,.jpg
92,92,anger/image0001934.jpg,disgust,0.8621725845552871,disgust12,.jpg
93,93,anger/image0001956.jpg,happy,0.8774257503839145,happy0,.jpg
94,94,anger/image0001974.jpg,disgust,0.8010239843347989,disgust13,.jpg
95,95,anger/image0001990.jpg,anger,0.8426352835186797,anger65,.jpg
96,96,anger/image0002009.jpg,anger,0.8829548715686752,anger66,.jpg
97,97,anger/image0002024.jpg,anger,0.8944587456657089,anger67,.jpg
98,98,anger/image0002046.jpg,disgust,0.7516103647197763,disgust14,.jpg
99,99,anger/image0002048.jpg,anger,0.6004016754395396,anger68,.jpg
100,100,anger/image0002049.jpg,anger,0.780668288138316,anger69,.jpg
101,101,anger/image0002080.jpg,surprise,0.8517821294524168,surprise3,.jpg
102,102,anger/image0002102.jpg,anger,0.8230668490787487,anger70,.jpg
103,103,anger/image0002105.jpg,surprise,0.7911455195991705,surprise4,.jpg
104,104,anger/image0002106.jpg,anger,0.8070101205710162,anger71,.jpg
105,105,anger/image0002140.jpg,anger,0.780388468701999,anger72,.jpg
106,106,anger/image0002143.jpg,anger,0.7725976874256121,anger73,.jpg
107,107,anger/image0002156.jpg,anger,0.8591256088446305,anger74,.jpg
108,108,anger/image0002205.jpg,anger,0.8180260190583831,anger75,.jpg
109,109,anger/image0002220.jpg,anger,0.6957492857409574,anger76,.jpg
110,110,anger/image0002230.jpg,anger,0.8189121339507731,anger77,.jpg
111,111,anger/image0002259.jpg,disgust,0.806325591072355,disgust15,.jpg
112,112,anger/image0002262.jpg,fear,0.8404215159117682,fear3,.jpg
113,113,anger/image0002272.jpg,anger,0.7974814982523392,anger78,.jpg
114,114,anger/image0002281.jpg,anger,0.7637109267335471,anger79,.jpg
115,115,anger/image0002301.jpg,disgust,0.8963239247495899,disgust16,.jpg
116,116,anger/image0002340.jpg,surprise,0.8879589221348333,surprise5,.jpg
117,117,anger/image0002350.jpg,anger,0.7966617230699569,anger80,.jpg
118,118,anger/image0002366.jpg,anger,0.7997612725817304,anger81,.jpg
119,119,anger/image0002369.jpg,anger,0.799318811921742,anger82,.jpg
120,120,anger/image0002373.jpg,anger,0.7950165552084341,anger83,.jpg
121,121,anger/image0002378.jpg,neutral,0.7856958226210091,neutral1,.jpg
122,122,anger/image0002388.jpg,anger,0.7695695502919353,anger84,.jpg
123,123,anger/image0002420.jpg,anger,0.8422071113858864,anger85,.jpg
124,124,anger/image0002429.jpg,anger,0.744857750151503,anger86,.jpg
125,125,anger/image0002461.jpg,anger,0.8242403051905158,anger87,.jpg
126,126,anger/image0002467.jpg,anger,0.8423043499143912,anger88,.jpg
127,127,anger/image0002475.jpg,disgust,0.8201021717113004,disgust17,.jpg
128,128,anger/image0002506.jpg,anger,0.8393945309152887,anger89,.jpg
129,129,anger/image0002507.jpg,anger,0.7233860659162318,anger90,.jpg
130,130,anger/image0002520.jpg,disgust,0.8826201054719016,disgust18,.jpg
131,131,anger/image0002524.jpg,sad,0.6735501735671723,sad6,.jpg
132,132,anger/image0002532.jpg,anger,0.829883197633414,anger91,.jpg
133,133,anger/image0002539.jpg,anger,0.856670922855324,anger92,.jpg
134,134,anger/image0002578.jpg,anger,0.8995018971703856,anger93,.jpg
135,135,anger/image0002608.jpg,anger,0.7296628930890822,anger94,.jpg
136,136,anger/image0002635.jpg,anger,0.7974682247722826,anger95,.jpg
137,137,anger/image0002636.jpg,anger,0.8007158406527031,anger96,.jpg
138,138,anger/image0002639.jpg,anger,0.8289598734946644,anger97,.jpg
139,139,anger/image0002667.jpg,anger,0.665523513740904,anger98,.jpg
140,140,anger/image0002685.jpg,anger,0.8099927923839769,anger99,.jpg
141,141,anger/image0002705.jpg,neutral,0.836413487714226,neutral2,.jpg
142,142,anger/image0002706.jpg,anger,0.8436559768991445,anger100,.jpg
143,143,anger/image0002725.jpg,anger,0.8413182053384459,anger101,.jpg
144,144,anger/image0002740.jpg,fear,0.8693323038532671,fear4,.jpg
145,145,anger/image0002797.jpg,anger,0.8276542829550627,anger102,.jpg
146,146,anger/image0002800.jpg,anger,0.8239120341419528,anger103,.jpg
147,147,anger/image0002830.jpg,neutral,0.794326516037607,neutral3,.jpg
148,148,anger/image0002840.jpg,sad,0.8770822177485348,sad7,.jpg
149,149,anger/image0002894.jpg,anger,0.8117125088333045,anger104,.jpg
150,150,anger/image0002928.jpg,disgust,0.8194328332975213,disgust19,.jpg
151,151,anger/image0002955.jpg,anger,0.876587001591251,anger105,.jpg
152,152,anger/image0002986.jpg,anger,0.8824221078246889,anger106,.jpg
153,153,anger/image0002989.jpg,contempt,0.7666946416762059,contempt2,.jpg
154,154,anger/image0003003.jpg,sad,0.6777203830512809,sad8,.jpg
155,155,anger/image0003013.jpg,anger,0.784047731164216,anger107,.jpg
156,156,anger/image0003016.jpg,anger,0.7885574705792713,anger108,.jpg
157,157,anger/image0003019.jpg,anger,0.8349383844970186,anger109,.jpg
158,158,anger/image0003046.jpg,fear,0.8280869611234644,fear5,.jpg
159,159,anger/image0003049.jpg,sad,0.869963865653078,sad9,.jpg
160,160,anger/image0003053.jpg,anger,0.8756907557080416,anger110,.jpg
161,161,anger/image0003060.jpg,disgust,0.8261294842942906,disgust20,.jpg
162,162,anger/image0003112.jpg,anger,0.8097648961160335,anger111,.jpg
163,163,anger/image0003116.jpg,fear,0.8778655048726297,fear6,.jpg
164,164,anger/image0003133.jpg,anger,0.8462083532044085,anger112,.jpg
165,165,anger/image0003161.jpg,anger,0.8480294345566326,anger113,.jpg
166,166,anger/image0003202.jpg,anger,0.6885930637584249,anger114,.jpg
167,167,anger/image0003212.jpg,contempt,0.8151183907106815,contempt3,.jpg
168,168,anger/image0003237.jpg,anger,0.8299834676848395,anger115,.jpg
169,169,anger/image0003295.jpg,anger,0.8170262642604063,anger116,.jpg
170,170,anger/image0003305.jpg,anger,0.8130526061365375,anger117,.jpg
171,171,anger/image0003308.jpg,anger,0.8075465107751709,anger118,.jpg
172,172,anger/image0003315.jpg,anger,0.8046354743860771,anger119,.jpg
173,173,anger/image0003325.jpg,anger,0.7067652209386118,anger120,.jpg
174,174,anger/image0003330.jpg,anger,0.780947439943925,anger121,.jpg
175,175,anger/image0003351.jpg,anger,0.8424130896601737,anger122,.jpg
176,176,anger/image0003353.jpg,contempt,0.8026554495281046,contempt4,.jpg
177,177,anger/image0003387.jpg,anger,0.8981864917319724,anger123,.jpg
178,178,anger/image0003393.jpg,surprise,0.8289933020449805,surprise6,.jpg
179,179,anger/image0003411.jpg,anger,0.768581126372079,anger124,.jpg
180,180,anger/image0003415.jpg,neutral,0.8656944413772584,neutral4,.jpg
181,181,anger/image0003422.jpg,anger,0.7462136216534161,anger125,.jpg
182,182,anger/image0003428.jpg,neutral,0.8606007094508794,neutral5,.jpg
183,183,anger/image0003455.jpg,anger,0.80540386261825,anger126,.jpg
184,184,anger/image0003456.jpg,anger,0.7135314680433558,anger127,.jpg
185,185,anger/image0003487.jpg,anger,0.8129254393801465,anger128,.jpg
186,186,anger/image0003501.jpg,disgust,0.8057859672559264,disgust21,.jpg
187,187,anger/image0003507.jpg,fear,0.7867755104484602,fear7,.jpg
188,188,anger/image0003519.jpg,fear,0.8647326705758228,fear8,.jpg
189,189,anger/image0003556.jpg,contempt,0.7298995797944882,contempt5,.jpg
190,190,anger/image0003573.jpg,fear,0.8164066133822832,fear9,.jpg
191,191,anger/image0003609.jpg,anger,0.7553153842643864,anger129,.jpg
192,192,anger/image0003666.jpg,anger,0.8964528371613841,anger130,.jpg
193,193,anger/image0003669.jpg,anger,0.8377641293990743,anger131,.jpg
194,194,anger/image0003670.jpg,anger,0.7058658841338222,anger132,.jpg
195,195,anger/image0003734.jpg,anger,0.8708442812488828,anger133,.jpg
196,196,anger/image0003757.jpg,anger,0.785233387170904,anger134,.jpg
197,197,anger/image0003762.jpg,anger,0.7799073569613457,anger135,.jpg
198,198,anger/image0003769.jpg,anger,0.8257712958305599,anger136,.jpg
199,199,anger/image0003791.jpg,fear,0.884666634709137,fear10,.jpg
200,200,anger/image0003820.jpg,neutral,0.758520747016092,neutral6,.jpg
201,201,anger/image0003823.jpg,sad,0.8554098661981212,sad10,.jpg
202,202,anger/image0003836.jpg,anger,0.7442309177160491,anger137,.jpg
203,203,anger/image0003857.jpg,disgust,0.7831323836611209,disgust22,.jpg
204,204,anger/image0003876.jpg,fear,0.8290929739682182,fear11,.jpg
205,205,anger/image0003916.jpg,anger,0.7567517774537061,anger138,.jpg
206,206,anger/image0003920.jpg,anger,0.8272736740433911,anger139,.jpg
207,207,anger/image0003961.jpg,disgust,0.8709635503171586,disgust23,.jpg
208,208,anger/image0003964.jpg,anger,0.8123706469470124,anger140,.jpg
209,209,anger/image0003970.jpg,anger,0.8636617417963746,anger141,.jpg
210,210,anger/image0003971.jpg,anger,0.647321682785659,anger142,.jpg
211,211,anger/image0004004.jpg,disgust,0.8959446538191543,disgust24,.jpg
212,212,anger/image0004010.jpg,disgust,0.8433461170859795,disgust25,.jpg
213,213,anger/image0004026.jpg,anger,0.8748143313647716,anger143,.jpg
214,214,anger/image0004049.jpg,disgust,0.8752944230152386,disgust26,.jpg
215,215,anger/image0004051.jpg,anger,0.7720261765702033,anger144,.jpg
216,216,anger/image0004065.jpg,sad,0.888962513808124,sad11,.jpg
217,217,anger/image0004071.jpg,disgust,0.7619126296089493,disgust27,.jpg
218,218,anger/image0004099.jpg,disgust,0.7336114416144761,disgust28,.jpg
219,219,anger/image0004164.jpg,anger,0.8448821222701898,anger145,.jpg
220,220,anger/image0004213.jpg,anger,0.8102834887185209,anger146,.jpg
221,221,anger/image0004247.jpg,anger,0.7758029742858826,anger147,.jpg
222,222,anger/image0004298.jpg,contempt,0.8312221102399785,contempt6,.jpg
223,223,anger/image0004330.jpg,neutral,0.733640282434134,neutral7,.jpg
224,224,anger/image0004341.jpg,anger,0.7820465326056594,anger148,.jpg
225,225,anger/image0004342.jpg,contempt,0.843024130118139,contempt7,.jpg
226,226,anger/image0004345.jpg,disgust,0.6779460671955233,disgust29,.jpg
227,227,anger/image0004357.jpg,anger,0.8475795189505937,anger149,.jpg
228,228,anger/image0004381.jpg,neutral,0.846408435175498,neutral8,.jpg
229,229,anger/image0004383.jpg,anger,0.731706326631525,anger150,.jpg
230,230,anger/image0004411.jpg,neutral,0.8311999399757168,neutral9,.jpg
231,231,anger/image0004425.jpg,sad,0.8708601690451584,sad12,.jpg
232,232,anger/image0004445.jpg,anger,0.8563444620341544,anger151,.jpg
233,233,anger/image0004456.jpg,neutral,0.7423601075529694,neutral10,.jpg
234,234,anger/image0004459.jpg,disgust,0.7291650828258628,disgust30,.jpg
235,235,anger/image0004504.jpg,happy,0.7856125537417632,happy1,.jpg
236,236,anger/image0004550.jpg,disgust,0.737720599167485,disgust31,.jpg
237,237,anger/image0004588.jpg,contempt,0.7670377606449054,contempt8,.jpg
238,238,anger/image0004609.jpg,anger,0.7888309793277177,anger152,.jpg
239,239,anger/image0004615.jpg,disgust,0.8292474338905915,disgust32,.jpg
240,240,anger/image0004642.jpg,anger,0.7328200600554604,anger153,.jpg
241,241,anger/image0004676.jpg,sad,0.6797223472843352,sad13,.jpg
242,242,anger/image0004683.jpg,sad,0.7912084966027917,sad14,.jpg
243,243,anger/image0004694.jpg,disgust,0.8688254206016841,disgust33,.jpg
244,244,anger/image0004695.jpg,anger,0.7758408008507091,anger154,.jpg
245,245,anger/image0004698.jpg,surprise,0.8759122453583077,surprise7,.jpg
246,246,anger/image0004792.jpg,anger,0.7971513297036815,anger155,.jpg
247,247,anger/image0004819.jpg,anger,0.8068491051339617,anger156,.jpg
248,248,anger/image0004832.jpg,anger,0.8192231963226544,anger157,.jpg
249,249,anger/image0004835.jpg,anger,0.809650901727324,anger158,.jpg
250,250,anger/image0004845.jpg,anger,0.815412844084264,anger159,.jpg
251,251,anger/image0004848.jpg,anger,0.8747846906282412,anger160,.jpg
252,252,anger/image0004860.jpg,sad,0.8447677945982597,sad15,.jpg
253,253,anger/image0004864.jpg,anger,0.8290931829248678,anger161,.jpg
254,254,anger/image0004866.jpg,anger,0.7315600974193284,anger162,.jpg
255,255,anger/image0004885.jpg,anger,0.8366009296299042,anger163,.jpg
256,256,anger/image0004921.jpg,anger,0.8360092008519986,anger164,.jpg
257,257,anger/image0004946.jpg,anger,0.8269715946533892,anger165,.jpg
258,258,anger/image0004949.jpg,anger,0.8364806553022965,anger166,.jpg
259,259,anger/image0004952.jpg,fear,0.8831940011372187,fear12,.jpg
260,260,anger/image0004956.jpg,anger,0.6587553988739272,anger167,.jpg
261,261,anger/image0004970.jpg,sad,0.7906342167658116,sad16,.jpg
262,262,anger/image0005041.jpg,disgust,0.8093057245902616,disgust34,.jpg
263,263,anger/image0005070.jpg,surprise,0.734734678299825,surprise8,.jpg
264,264,anger/image0005102.jpg,sad,0.7928406579880719,sad17,.jpg
265,265,anger/image0005108.jpg,sad,0.8559178144432604,sad18,.jpg
266,266,anger/image0005124.jpg,anger,0.7834151638029414,anger168,.jpg
267,267,anger/image0005156.jpg,disgust,0.7959792056195122,disgust35,.jpg
268,268,anger/image0005190.jpg,anger,0.8569664604686816,anger169,.jpg
269,269,anger/image0005193.jpg,disgust,0.7826333267660412,disgust36,.jpg
270,270,anger/image0005221.jpg,anger,0.8233804198791674,anger170,.jpg
271,271,anger/image0005269.jpg,anger,0.7899701958885873,anger171,.jpg
272,272,anger/image0005276.jpg,anger,0.8245787503071699,anger172,.jpg
273,273,anger/image0005298.jpg,anger,0.8784564538837997,anger173,.jpg
274,274,anger/image0005303.jpg,disgust,0.7653744506014069,disgust37,.jpg
275,275,anger/image0005304.jpg,anger,0.817635664928852,anger174,.jpg
276,276,anger/image0005306.jpg,disgust,0.8016956483648024,disgust38,.jpg
277,277,anger/image0005315.jpg,anger,0.8360905255302253,anger175,.jpg
278,278,anger/image0005319.jpg,anger,0.7058141513733263,anger176,.jpg
279,279,anger/image0005334.jpg,neutral,0.8103687416150368,neutral11,.jpg
280,280,anger/image0005347.jpg,contempt,0.7339001566184702,contempt9,.jpg
281,281,anger/image0005366.jpg,surprise,0.7142935459252431,surprise9,.jpg
282,282,anger/image0005380.jpg,anger,0.8368029284457442,anger177,.jpg
283,283,anger/image0005385.jpg,anger,0.8661551547696836,anger178,.jpg
284,284,anger/image0005396.jpg,neutral,0.8544449923013131,neutral12,.jpg
285,285,anger/image0005516.jpg,anger,0.7672419645283534,anger179,.jpg
286,286,anger/image0005528.jpg,anger,0.7773776841230892,anger180,.jpg
287,287,anger/image0005558.jpg,anger,0.8057599288107828,anger181,.jpg
288,288,anger/image0005565.jpg,sad,0.8457141527154829,sad19,.jpg
289,289,anger/image0005594.jpg,fear,0.7217127497943875,fear13,.jpg
290,290,anger/image0005597.jpg,anger,0.6986572774016743,anger182,.jpg
291,291,anger/image0005603.jpg,anger,0.8622507025656846,anger183,.jpg
292,292,anger/image0005660.jpg,anger,0.8589763087101999,anger184,.jpg
293,293,anger/image0005680.jpg,anger,0.8646043566906726,anger185,.jpg
294,294,anger/image0005713.jpg,neutral,0.7770659628727119,neutral13,.jpg
295,295,anger/image0005726.jpg,neutral,0.8319694182417913,neutral14,.jpg
296,296,anger/image0005727.jpg,disgust,0.8614923284051319,disgust39,.jpg
297,297,anger/image0005763.jpg,anger,0.8688697752478073,anger186,.jpg
298,298,anger/image0005773.jpg,disgust,0.8747842981178235,disgust40,.jpg
299,299,anger/image0005785.jpg,surprise,0.7763835249497179,surprise10,.jpg
300,300,anger/image0005819.jpg,surprise,0.8962061483424077,surprise11,.jpg
301,301,anger/image0005865.jpg,contempt,0.8003281640004778,contempt10,.jpg
302,302,anger/image0005903.jpg,disgust,0.8581808554953129,disgust41,.jpg
303,303,anger/image0005935.jpg,anger,0.8181746287941444,anger187,.jpg
304,304,anger/image0005962.jpg,anger,0.8884296168395679,anger188,.jpg
305,305,anger/image0005981.jpg,sad,0.8605947791366048,sad20,.jpg
306,306,anger/image0005983.jpg,disgust,0.7930258709980866,disgust42,.jpg
307,307,anger/image0006020.jpg,anger,0.8769397554370483,anger189,.jpg
308,308,anger/image0006084.jpg,anger,0.8573636146633535,anger190,.jpg
309,309,anger/image0006147.jpg,anger,0.8953415014401326,anger191,.jpg
310,310,anger/image0006167.jpg,anger,0.8785740472759246,anger192,.jpg
311,311,anger/image0006195.jpg,fear,0.8538138245316219,fear14,.jpg
312,312,anger/image0006199.jpg,anger,0.8103601324037091,anger193,.jpg
313,313,anger/image0006224.jpg,anger,0.761173775469727,anger194,.jpg
314,314,anger/image0006232.jpg,anger,0.8486530927527788,anger195,.jpg
315,315,anger/image0006236.jpg,anger,0.8700401720012261,anger196,.jpg
316,316,anger/image0006246.jpg,anger,0.7839454357045255,anger197,.jpg
317,317,anger/image0006258.jpg,anger,0.8460440892621967,anger198,.jpg
318,318,anger/image0006260.jpg,disgust,0.7537040068078715,disgust43,.jpg
319,319,anger/image0006275.jpg,anger,0.72070254588201,anger199,.jpg
320,320,anger/image0006281.jpg,neutral,0.8455146841832837,neutral15,.jpg
321,321,anger/image0006294.jpg,surprise,0.8618020106540115,surprise12,.jpg
322,322,anger/image0006306.jpg,anger,0.8105645149367201,anger200,.jpg
323,323,anger/image0006322.jpg,anger,0.8844747937583946,anger201,.jpg
324,324,anger/image0006335.jpg,anger,0.7726461925252601,anger202,.jpg
325,325,anger/image0006339.jpg,contempt,0.7724166717344628,contempt11,.jpg
326,326,anger/image0006360.jpg,sad,0.7389675544409384,sad21,.jpg
327,327,anger/image0006364.jpg,anger,0.8457960274072264,anger203,.jpg
328,328,anger/image0006379.jpg,anger,0.8817038554724893,anger204,.jpg
329,329,anger/image0006406.jpg,anger,0.820271460266332,anger205,.jpg
330,330,anger/image0006477.jpg,anger,0.7403999510580456,anger206,.jpg
331,331,anger/image0006484.jpg,neutral,0.7460593153929171,neutral16,.jpg
332,332,anger/image0006510.jpg,happy,0.7219981021010605,happy2,.jpg
333,333,anger/image0006526.jpg,fear,0.8621554075859914,fear15,.jpg
334,334,anger/image0006540.jpg,anger,0.8623001051226566,anger207,.jpg
335,335,anger/image0006544.jpg,anger,0.8003897906099136,anger208,.jpg
336,336,anger/image0006566.jpg,anger,0.7952648321037687,anger209,.jpg
337,337,anger/image0006582.jpg,disgust,0.8332333021531417,disgust44,.jpg
338,338,anger/image0006587.jpg,anger,0.7645434027174756,anger210,.jpg
339,339,anger/image0006597.jpg,anger,0.8016939003064202,anger211,.jpg
340,340,anger/image0006601.jpg,anger,0.6940946149363585,anger212,.jpg
341,341,anger/image0006608.jpg,anger,0.6382398815720811,anger213,.jpg
342,342,anger/image0006610.jpg,disgust,0.87136519739535,disgust45,.jpg
343,343,anger/image0006661.jpg,anger,0.7823426367721247,anger214,.jpg
344,344,anger/image0006689.jpg,neutral,0.8310454599109467,neutral17,.jpg
345,345,anger/image0006699.jpg,anger,0.8106772239437889,anger215,.jpg
346,346,anger/image0006706.jpg,anger,0.8131049832268419,anger216,.jpg
347,347,anger/image0006712.jpg,anger,0.8793695733876,anger217,.jpg
348,348,anger/image0006756.jpg,anger,0.7368980091529967,anger218,.jpg
349,349,anger/image0006763.jpg,neutral,0.8279231008906103,neutral18,.jpg
350,350,anger/image0006771.jpg,anger,0.7965056409793883,anger219,.jpg
351,351,anger/image0006816.jpg,anger,0.7897618566727012,anger220,.jpg
352,352,anger/image0006821.jpg,sad,0.8695155471359091,sad22,.jpg
353,353,anger/image0006834.jpg,anger,0.7990800654681726,anger221,.jpg
354,354,anger/image0006839.jpg,anger,0.8155932702764299,anger222,.jpg
355,355,anger/image0006874.jpg,anger,0.883160137796066,anger223,.jpg
356,356,anger/image0006880.jpg,disgust,0.7824739372607152,disgust46,.jpg
357,357,anger/image0006895.jpg,fear,0.7914772377507021,fear16,.jpg
358,358,anger/image0006896.jpg,disgust,0.865698940329375,disgust47,.jpg
359,359,anger/image0006900.jpg,anger,0.8407070972476257,anger224,.jpg
360,360,anger/image0006927.jpg,anger,0.7954984613563114,anger225,.jpg
361,361,anger/image0006960.jpg,anger,0.8964206338137723,anger226,.jpg
362,362,anger/image0006971.jpg,anger,0.8490589762297177,anger227,.jpg
363,363,anger/image0006976.jpg,anger,0.7715080962577877,anger228,.jpg
364,364,anger/image0007015.jpg,surprise,0.7246387215782537,surprise13,.jpg
365,365,anger/image0007018.jpg,anger,0.8638386937018768,anger229,.jpg
366,366,anger/image0007029.jpg,anger,0.8383548155553591,anger230,.jpg
367,367,anger/image0007124.jpg,anger,0.8732030350630089,anger231,.jpg
368,368,anger/image0007125.jpg,disgust,0.7897854205355214,disgust48,.jpg
369,369,anger/image0007223.jpg,disgust,0.8323384286833523,disgust49,.jpg
370,370,anger/image0007271.jpg,anger,0.8256734050930856,anger232,.jpg
371,371,anger/image0007286.jpg,neutral,0.8590609602772947,neutral19,.jpg
