,Unnamed: 0,pth,label,relFCs,new_file_name,ext,new_file_name
67,67,anger/image0001470.jpg,anger,0.7961243218737240,anger47,.jpg,anger47.jpg
68,68,anger/image0001516.jpg,anger,0.8648002745998640,anger48,.jpg,anger48.jpg
69,69,anger/image0001521.jpg,contempt,0.8409503415917380,contempt1,.jpg,contempt1.jpg
70,70,anger/image0001524.jpg,anger,0.8059280050378270,anger49,.jpg,anger49.jpg
71,71,anger/image0001527.jpg,anger,0.872593063825003,anger50,.jpg,anger50.jpg
72,72,anger/image0001529.jpg,anger,0.6811618720024810,anger51,.jpg,anger51.jpg
73,73,anger/image0001538.jpg,anger,0.8225432163253060,anger52,.jpg,anger52.jpg
74,74,anger/image0001555.jpg,anger,0.8623529209581540,anger53,.jpg,anger53.jpg
75,75,anger/image0001568.jpg,anger,0.8664671724353870,anger54,.jpg,anger54.jpg
76,76,anger/image0001600.jpg,anger,0.8743744013136560,anger55,.jpg,anger55.jpg
77,77,anger/image0001615.jpg,disgust,0.7662437703974740,disgust7,.jpg,disgust7.jpg
78,78,anger/image0001623.jpg,anger,0.8974110955416490,anger56,.jpg,anger56.jpg
79,79,anger/image0001671.jpg,anger,0.7422899022500560,anger57,.jpg,anger57.jpg
80,80,anger/image0001688.jpg,anger,0.7792931008168880,anger58,.jpg,anger58.jpg
81,81,anger/image0001741.jpg,anger,0.84862807638917,anger59,.jpg,anger59.jpg
82,82,anger/image0001765.jpg,disgust,0.8671540345920170,disgust8,.jpg,disgust8.jpg
83,83,anger/image0001773.jpg,disgust,0.8435550175363970,disgust9,.jpg,disgust9.jpg
84,84,anger/image0001778.jpg,disgust,0.8053876126460360,disgust10,.jpg,disgust10.jpg
85,85,anger/image0001794.jpg,anger,0.5373177591330880,anger60,.jpg,anger60.jpg
86,86,anger/image0001833.jpg,anger,0.8924776530714470,anger61,.jpg,anger61.jpg
87,87,anger/image0001857.jpg,disgust,0.7992558170320010,disgust11,.jpg,disgust11.jpg
88,88,anger/image0001861.jpg,anger,0.7814118289397540,anger62,.jpg,anger62.jpg
89,89,anger/image0001892.jpg,anger,0.861398700430287,anger63,.jpg,anger63.jpg
90,90,anger/image0001916.jpg,sad,0.8180098987563990,sad5,.jpg,sad5.jpg
91,91,anger/image0001933.jpg,anger,0.8918523625265470,anger64,.jpg,anger64.jpg
92,92,anger/image0001934.jpg,disgust,0.8621725845552870,disgust12,.jpg,disgust12.jpg
93,93,anger/image0001956.jpg,happy,0.8774257503839150,happy0,.jpg,happy0.jpg
94,94,anger/image0001974.jpg,disgust,0.8010239843347990,disgust13,.jpg,disgust13.jpg
95,95,anger/image0001990.jpg,anger,0.8426352835186800,anger65,.jpg,anger65.jpg
96,96,anger/image0002009.jpg,anger,0.8829548715686750,anger66,.jpg,anger66.jpg
97,97,anger/image0002024.jpg,anger,0.8944587456657090,anger67,.jpg,anger67.jpg
98,98,anger/image0002046.jpg,disgust,0.7516103647197760,disgust14,.jpg,disgust14.jpg
99,99,anger/image0002048.jpg,anger,0.6004016754395400,anger68,.jpg,anger68.jpg
100,100,anger/image0002049.jpg,anger,0.780668288138316,anger69,.jpg,anger69.jpg
101,101,anger/image0002080.jpg,surprise,0.8517821294524170,surprise3,.jpg,surprise3.jpg
102,102,anger/image0002102.jpg,anger,0.8230668490787490,anger70,.jpg,anger70.jpg
103,103,anger/image0002105.jpg,surprise,0.7911455195991710,surprise4,.jpg,surprise4.jpg
104,104,anger/image0002106.jpg,anger,0.8070101205710160,anger71,.jpg,anger71.jpg
105,105,anger/image0002140.jpg,anger,0.780388468701999,anger72,.jpg,anger72.jpg
106,106,anger/image0002143.jpg,anger,0.7725976874256120,anger73,.jpg,anger73.jpg
107,107,anger/image0002156.jpg,anger,0.8591256088446310,anger74,.jpg,anger74.jpg
108,108,anger/image0002205.jpg,anger,0.8180260190583830,anger75,.jpg,anger75.jpg
109,109,anger/image0002220.jpg,anger,0.6957492857409570,anger76,.jpg,anger76.jpg
110,110,anger/image0002230.jpg,anger,0.8189121339507730,anger77,.jpg,anger77.jpg
111,111,anger/image0002259.jpg,disgust,0.806325591072355,disgust15,.jpg,disgust15.jpg
112,112,anger/image0002262.jpg,fear,0.8404215159117680,fear3,.jpg,fear3.jpg
113,113,anger/image0002272.jpg,anger,0.7974814982523390,anger78,.jpg,anger78.jpg
114,114,anger/image0002281.jpg,anger,0.7637109267335470,anger79,.jpg,anger79.jpg
115,115,anger/image0002301.jpg,disgust,0.8963239247495900,disgust16,.jpg,disgust16.jpg
116,116,anger/image0002340.jpg,surprise,0.8879589221348330,surprise5,.jpg,surprise5.jpg
117,117,anger/image0002350.jpg,anger,0.7966617230699570,anger80,.jpg,anger80.jpg
118,118,anger/image0002366.jpg,anger,0.7997612725817300,anger81,.jpg,anger81.jpg
119,119,anger/image0002369.jpg,anger,0.799318811921742,anger82,.jpg,anger82.jpg
120,120,anger/image0002373.jpg,anger,0.7950165552084340,anger83,.jpg,anger83.jpg
121,121,anger/image0002378.jpg,neutral,0.7856958226210090,neutral1,.jpg,neutral1.jpg
122,122,anger/image0002388.jpg,anger,0.7695695502919350,anger84,.jpg,anger84.jpg
123,123,anger/image0002420.jpg,anger,0.8422071113858860,anger85,.jpg,anger85.jpg
124,124,anger/image0002429.jpg,anger,0.744857750151503,anger86,.jpg,anger86.jpg
125,125,anger/image0002461.jpg,anger,0.8242403051905160,anger87,.jpg,anger87.jpg
126,126,anger/image0002467.jpg,anger,0.8423043499143910,anger88,.jpg,anger88.jpg
127,127,anger/image0002475.jpg,disgust,0.8201021717113000,disgust17,.jpg,disgust17.jpg
128,128,anger/image0002506.jpg,anger,0.8393945309152890,anger89,.jpg,anger89.jpg
129,129,anger/image0002507.jpg,anger,0.7233860659162320,anger90,.jpg,anger90.jpg
130,130,anger/image0002520.jpg,disgust,0.8826201054719020,disgust18,.jpg,disgust18.jpg
131,131,anger/image0002524.jpg,sad,0.6735501735671720,sad6,.jpg,sad6.jpg
132,132,anger/image0002532.jpg,anger,0.829883197633414,anger91,.jpg,anger91.jpg
133,133,anger/image0002539.jpg,anger,0.856670922855324,anger92,.jpg,anger92.jpg
134,134,anger/image0002578.jpg,anger,0.8995018971703860,anger93,.jpg,anger93.jpg
135,135,anger/image0002608.jpg,anger,0.7296628930890820,anger94,.jpg,anger94.jpg
136,136,anger/image0002635.jpg,anger,0.7974682247722830,anger95,.jpg,anger95.jpg
137,137,anger/image0002636.jpg,anger,0.8007158406527030,anger96,.jpg,anger96.jpg
138,138,anger/image0002639.jpg,anger,0.8289598734946640,anger97,.jpg,anger97.jpg
139,139,anger/image0002667.jpg,anger,0.665523513740904,anger98,.jpg,anger98.jpg
140,140,anger/image0002685.jpg,anger,0.8099927923839770,anger99,.jpg,anger99.jpg
141,141,anger/image0002705.jpg,neutral,0.836413487714226,neutral2,.jpg,neutral2.jpg
142,142,anger/image0002706.jpg,anger,0.8436559768991450,anger100,.jpg,anger100.jpg
143,143,anger/image0002725.jpg,anger,0.8413182053384460,anger101,.jpg,anger101.jpg
144,144,anger/image0002740.jpg,fear,0.8693323038532670,fear4,.jpg,fear4.jpg
145,145,anger/image0002797.jpg,anger,0.8276542829550630,anger102,.jpg,anger102.jpg
146,146,anger/image0002800.jpg,anger,0.8239120341419530,anger103,.jpg,anger103.jpg
147,147,anger/image0002830.jpg,neutral,0.794326516037607,neutral3,.jpg,neutral3.jpg
148,148,anger/image0002840.jpg,sad,0.8770822177485350,sad7,.jpg,sad7.jpg
149,149,anger/image0002894.jpg,anger,0.8117125088333050,anger104,.jpg,anger104.jpg
150,150,anger/image0002928.jpg,disgust,0.8194328332975210,disgust19,.jpg,disgust19.jpg
151,151,anger/image0002955.jpg,anger,0.876587001591251,anger105,.jpg,anger105.jpg
152,152,anger/image0002986.jpg,anger,0.8824221078246890,anger106,.jpg,anger106.jpg
153,153,anger/image0002989.jpg,contempt,0.7666946416762060,contempt2,.jpg,contempt2.jpg
154,154,anger/image0003003.jpg,sad,0.6777203830512810,sad8,.jpg,sad8.jpg
155,155,anger/image0003013.jpg,anger,0.784047731164216,anger107,.jpg,anger107.jpg
156,156,anger/image0003016.jpg,anger,0.7885574705792710,anger108,.jpg,anger108.jpg
157,157,anger/image0003019.jpg,anger,0.8349383844970190,anger109,.jpg,anger109.jpg
158,158,anger/image0003046.jpg,fear,0.8280869611234640,fear5,.jpg,fear5.jpg
159,159,anger/image0003049.jpg,sad,0.869963865653078,sad9,.jpg,sad9.jpg
160,160,anger/image0003053.jpg,anger,0.8756907557080420,anger110,.jpg,anger110.jpg
161,161,anger/image0003060.jpg,disgust,0.8261294842942910,disgust20,.jpg,disgust20.jpg
162,162,anger/image0003112.jpg,anger,0.8097648961160340,anger111,.jpg,anger111.jpg
163,163,anger/image0003116.jpg,fear,0.8778655048726300,fear6,.jpg,fear6.jpg
164,164,anger/image0003133.jpg,anger,0.8462083532044090,anger112,.jpg,anger112.jpg
165,165,anger/image0003161.jpg,anger,0.8480294345566330,anger113,.jpg,anger113.jpg
166,166,anger/image0003202.jpg,anger,0.6885930637584250,anger114,.jpg,anger114.jpg
167,167,anger/image0003212.jpg,contempt,0.8151183907106820,contempt3,.jpg,contempt3.jpg
168,168,anger/image0003237.jpg,anger,0.8299834676848400,anger115,.jpg,anger115.jpg
169,169,anger/image0003295.jpg,anger,0.8170262642604060,anger116,.jpg,anger116.jpg
170,170,anger/image0003305.jpg,anger,0.8130526061365380,anger117,.jpg,anger117.jpg
171,171,anger/image0003308.jpg,anger,0.8075465107751710,anger118,.jpg,anger118.jpg
172,172,anger/image0003315.jpg,anger,0.8046354743860770,anger119,.jpg,anger119.jpg
173,173,anger/image0003325.jpg,anger,0.7067652209386120,anger120,.jpg,anger120.jpg
174,174,anger/image0003330.jpg,anger,0.780947439943925,anger121,.jpg,anger121.jpg
175,175,anger/image0003351.jpg,anger,0.8424130896601740,anger122,.jpg,anger122.jpg
176,176,anger/image0003353.jpg,contempt,0.8026554495281050,contempt4,.jpg,contempt4.jpg
177,177,anger/image0003387.jpg,anger,0.8981864917319720,anger123,.jpg,anger123.jpg
178,178,anger/image0003393.jpg,surprise,0.8289933020449810,surprise6,.jpg,surprise6.jpg
179,179,anger/image0003411.jpg,anger,0.768581126372079,anger124,.jpg,anger124.jpg
180,180,anger/image0003415.jpg,neutral,0.8656944413772580,neutral4,.jpg,neutral4.jpg
181,181,anger/image0003422.jpg,anger,0.7462136216534160,anger125,.jpg,anger125.jpg
182,182,anger/image0003428.jpg,neutral,0.8606007094508790,neutral5,.jpg,neutral5.jpg
183,183,anger/image0003455.jpg,anger,0.80540386261825,anger126,.jpg,anger126.jpg
184,184,anger/image0003456.jpg,anger,0.7135314680433560,anger127,.jpg,anger127.jpg
185,185,anger/image0003487.jpg,anger,0.8129254393801470,anger128,.jpg,anger128.jpg
186,186,anger/image0003501.jpg,disgust,0.8057859672559260,disgust21,.jpg,disgust21.jpg
187,187,anger/image0003507.jpg,fear,0.7867755104484600,fear7,.jpg,fear7.jpg
188,188,anger/image0003519.jpg,fear,0.8647326705758230,fear8,.jpg,fear8.jpg
189,189,anger/image0003556.jpg,contempt,0.7298995797944880,contempt5,.jpg,contempt5.jpg
190,190,anger/image0003573.jpg,fear,0.8164066133822830,fear9,.jpg,fear9.jpg
191,191,anger/image0003609.jpg,anger,0.7553153842643860,anger129,.jpg,anger129.jpg
192,192,anger/image0003666.jpg,anger,0.8964528371613840,anger130,.jpg,anger130.jpg
193,193,anger/image0003669.jpg,anger,0.8377641293990740,anger131,.jpg,anger131.jpg
194,194,anger/image0003670.jpg,anger,0.7058658841338220,anger132,.jpg,anger132.jpg
195,195,anger/image0003734.jpg,anger,0.8708442812488830,anger133,.jpg,anger133.jpg
196,196,anger/image0003757.jpg,anger,0.785233387170904,anger134,.jpg,anger134.jpg
197,197,anger/image0003762.jpg,anger,0.7799073569613460,anger135,.jpg,anger135.jpg
198,198,anger/image0003769.jpg,anger,0.8257712958305600,anger136,.jpg,anger136.jpg
199,199,anger/image0003791.jpg,fear,0.884666634709137,fear10,.jpg,fear10.jpg
200,200,anger/image0003820.jpg,neutral,0.758520747016092,neutral6,.jpg,neutral6.jpg
201,201,anger/image0003823.jpg,sad,0.8554098661981210,sad10,.jpg,sad10.jpg
202,202,anger/image0003836.jpg,anger,0.7442309177160490,anger137,.jpg,anger137.jpg
203,203,anger/image0003857.jpg,disgust,0.7831323836611210,disgust22,.jpg,disgust22.jpg
204,204,anger/image0003876.jpg,fear,0.8290929739682180,fear11,.jpg,fear11.jpg
205,205,anger/image0003916.jpg,anger,0.7567517774537060,anger138,.jpg,anger138.jpg
206,206,anger/image0003920.jpg,anger,0.8272736740433910,anger139,.jpg,anger139.jpg
207,207,anger/image0003961.jpg,disgust,0.8709635503171590,disgust23,.jpg,disgust23.jpg
208,208,anger/image0003964.jpg,anger,0.8123706469470120,anger140,.jpg,anger140.jpg
209,209,anger/image0003970.jpg,anger,0.8636617417963750,anger141,.jpg,anger141.jpg
210,210,anger/image0003971.jpg,anger,0.647321682785659,anger142,.jpg,anger142.jpg
211,211,anger/image0004004.jpg,disgust,0.8959446538191540,disgust24,.jpg,disgust24.jpg
212,212,anger/image0004010.jpg,disgust,0.8433461170859800,disgust25,.jpg,disgust25.jpg
213,213,anger/image0004026.jpg,anger,0.8748143313647720,anger143,.jpg,anger143.jpg
214,214,anger/image0004049.jpg,disgust,0.8752944230152390,disgust26,.jpg,disgust26.jpg
215,215,anger/image0004051.jpg,anger,0.7720261765702030,anger144,.jpg,anger144.jpg
216,216,anger/image0004065.jpg,sad,0.888962513808124,sad11,.jpg,sad11.jpg
217,217,anger/image0004071.jpg,disgust,0.7619126296089490,disgust27,.jpg,disgust27.jpg
218,218,anger/image0004099.jpg,disgust,0.7336114416144760,disgust28,.jpg,disgust28.jpg
219,219,anger/image0004164.jpg,anger,0.8448821222701900,anger145,.jpg,anger145.jpg
220,220,anger/image0004213.jpg,anger,0.8102834887185210,anger146,.jpg,anger146.jpg
221,221,anger/image0004247.jpg,anger,0.7758029742858830,anger147,.jpg,anger147.jpg
222,222,anger/image0004298.jpg,contempt,0.8312221102399790,contempt6,.jpg,contempt6.jpg
223,223,anger/image0004330.jpg,neutral,0.733640282434134,neutral7,.jpg,neutral7.jpg
224,224,anger/image0004341.jpg,anger,0.7820465326056590,anger148,.jpg,anger148.jpg
225,225,anger/image0004342.jpg,contempt,0.843024130118139,contempt7,.jpg,contempt7.jpg
226,226,anger/image0004345.jpg,disgust,0.6779460671955230,disgust29,.jpg,disgust29.jpg
227,227,anger/image0004357.jpg,anger,0.8475795189505940,anger149,.jpg,anger149.jpg
228,228,anger/image0004381.jpg,neutral,0.846408435175498,neutral8,.jpg,neutral8.jpg
229,229,anger/image0004383.jpg,anger,0.731706326631525,anger150,.jpg,anger150.jpg
230,230,anger/image0004411.jpg,neutral,0.8311999399757170,neutral9,.jpg,neutral9.jpg
231,231,anger/image0004425.jpg,sad,0.8708601690451580,sad12,.jpg,sad12.jpg
232,232,anger/image0004445.jpg,anger,0.8563444620341540,anger151,.jpg,anger151.jpg
233,233,anger/image0004456.jpg,neutral,0.7423601075529690,neutral10,.jpg,neutral10.jpg
234,234,anger/image0004459.jpg,disgust,0.7291650828258630,disgust30,.jpg,disgust30.jpg
235,235,anger/image0004504.jpg,happy,0.7856125537417630,happy1,.jpg,happy1.jpg
236,236,anger/image0004550.jpg,disgust,0.737720599167485,disgust31,.jpg,disgust31.jpg
237,237,anger/image0004588.jpg,contempt,0.7670377606449050,contempt8,.jpg,contempt8.jpg
238,238,anger/image0004609.jpg,anger,0.7888309793277180,anger152,.jpg,anger152.jpg
239,239,anger/image0004615.jpg,disgust,0.8292474338905920,disgust32,.jpg,disgust32.jpg
240,240,anger/image0004642.jpg,anger,0.7328200600554600,anger153,.jpg,anger153.jpg
241,241,anger/image0004676.jpg,sad,0.6797223472843350,sad13,.jpg,sad13.jpg
242,242,anger/image0004683.jpg,sad,0.7912084966027920,sad14,.jpg,sad14.jpg
243,243,anger/image0004694.jpg,disgust,0.8688254206016840,disgust33,.jpg,disgust33.jpg
244,244,anger/image0004695.jpg,anger,0.7758408008507090,anger154,.jpg,anger154.jpg
245,245,anger/image0004698.jpg,surprise,0.8759122453583080,surprise7,.jpg,surprise7.jpg
246,246,anger/image0004792.jpg,anger,0.7971513297036820,anger155,.jpg,anger155.jpg
247,247,anger/image0004819.jpg,anger,0.8068491051339620,anger156,.jpg,anger156.jpg
248,248,anger/image0004832.jpg,anger,0.8192231963226540,anger157,.jpg,anger157.jpg
249,249,anger/image0004835.jpg,anger,0.809650901727324,anger158,.jpg,anger158.jpg
250,250,anger/image0004845.jpg,anger,0.815412844084264,anger159,.jpg,anger159.jpg
251,251,anger/image0004848.jpg,anger,0.8747846906282410,anger160,.jpg,anger160.jpg
252,252,anger/image0004860.jpg,sad,0.8447677945982600,sad15,.jpg,sad15.jpg
253,253,anger/image0004864.jpg,anger,0.8290931829248680,anger161,.jpg,anger161.jpg
254,254,anger/image0004866.jpg,anger,0.7315600974193280,anger162,.jpg,anger162.jpg
255,255,anger/image0004885.jpg,anger,0.8366009296299040,anger163,.jpg,anger163.jpg
256,256,anger/image0004921.jpg,anger,0.8360092008519990,anger164,.jpg,anger164.jpg
257,257,anger/image0004946.jpg,anger,0.8269715946533890,anger165,.jpg,anger165.jpg
258,258,anger/image0004949.jpg,anger,0.8364806553022970,anger166,.jpg,anger166.jpg
259,259,anger/image0004952.jpg,fear,0.8831940011372190,fear12,.jpg,fear12.jpg
260,260,anger/image0004956.jpg,anger,0.6587553988739270,anger167,.jpg,anger167.jpg
261,261,anger/image0004970.jpg,sad,0.7906342167658120,sad16,.jpg,sad16.jpg
262,262,anger/image0005041.jpg,disgust,0.8093057245902620,disgust34,.jpg,disgust34.jpg
263,263,anger/image0005070.jpg,surprise,0.734734678299825,surprise8,.jpg,surprise8.jpg
264,264,anger/image0005102.jpg,sad,0.7928406579880720,sad17,.jpg,sad17.jpg
265,265,anger/image0005108.jpg,sad,0.8559178144432600,sad18,.jpg,sad18.jpg
266,266,anger/image0005124.jpg,anger,0.7834151638029410,anger168,.jpg,anger168.jpg
267,267,anger/image0005156.jpg,disgust,0.7959792056195120,disgust35,.jpg,disgust35.jpg
268,268,anger/image0005190.jpg,anger,0.8569664604686820,anger169,.jpg,anger169.jpg
269,269,anger/image0005193.jpg,disgust,0.7826333267660410,disgust36,.jpg,disgust36.jpg
270,270,anger/image0005221.jpg,anger,0.8233804198791670,anger170,.jpg,anger170.jpg
271,271,anger/image0005269.jpg,anger,0.7899701958885870,anger171,.jpg,anger171.jpg
272,272,anger/image0005276.jpg,anger,0.8245787503071700,anger172,.jpg,anger172.jpg
273,273,anger/image0005298.jpg,anger,0.8784564538838000,anger173,.jpg,anger173.jpg
274,274,anger/image0005303.jpg,disgust,0.7653744506014070,disgust37,.jpg,disgust37.jpg
275,275,anger/image0005304.jpg,anger,0.817635664928852,anger174,.jpg,anger174.jpg
276,276,anger/image0005306.jpg,disgust,0.8016956483648020,disgust38,.jpg,disgust38.jpg
277,277,anger/image0005315.jpg,anger,0.8360905255302250,anger175,.jpg,anger175.jpg
278,278,anger/image0005319.jpg,anger,0.7058141513733260,anger176,.jpg,anger176.jpg
279,279,anger/image0005334.jpg,neutral,0.8103687416150370,neutral11,.jpg,neutral11.jpg
280,280,anger/image0005347.jpg,contempt,0.7339001566184700,contempt9,.jpg,contempt9.jpg
281,281,anger/image0005366.jpg,surprise,0.7142935459252430,surprise9,.jpg,surprise9.jpg
282,282,anger/image0005380.jpg,anger,0.8368029284457440,anger177,.jpg,anger177.jpg
283,283,anger/image0005385.jpg,anger,0.8661551547696840,anger178,.jpg,anger178.jpg
284,284,anger/image0005396.jpg,neutral,0.8544449923013130,neutral12,.jpg,neutral12.jpg
285,285,anger/image0005516.jpg,anger,0.7672419645283530,anger179,.jpg,anger179.jpg
286,286,anger/image0005528.jpg,anger,0.7773776841230890,anger180,.jpg,anger180.jpg
287,287,anger/image0005558.jpg,anger,0.8057599288107830,anger181,.jpg,anger181.jpg
288,288,anger/image0005565.jpg,sad,0.8457141527154830,sad19,.jpg,sad19.jpg
289,289,anger/image0005594.jpg,fear,0.7217127497943880,fear13,.jpg,fear13.jpg
290,290,anger/image0005597.jpg,anger,0.6986572774016740,anger182,.jpg,anger182.jpg
291,291,anger/image0005603.jpg,anger,0.8622507025656850,anger183,.jpg,anger183.jpg
292,292,anger/image0005660.jpg,anger,0.8589763087102000,anger184,.jpg,anger184.jpg
293,293,anger/image0005680.jpg,anger,0.8646043566906730,anger185,.jpg,anger185.jpg
294,294,anger/image0005713.jpg,neutral,0.7770659628727120,neutral13,.jpg,neutral13.jpg
295,295,anger/image0005726.jpg,neutral,0.8319694182417910,neutral14,.jpg,neutral14.jpg
296,296,anger/image0005727.jpg,disgust,0.8614923284051320,disgust39,.jpg,disgust39.jpg
297,297,anger/image0005763.jpg,anger,0.8688697752478070,anger186,.jpg,anger186.jpg
298,298,anger/image0005773.jpg,disgust,0.8747842981178240,disgust40,.jpg,disgust40.jpg
299,299,anger/image0005785.jpg,surprise,0.7763835249497180,surprise10,.jpg,surprise10.jpg
300,300,anger/image0005819.jpg,surprise,0.8962061483424080,surprise11,.jpg,surprise11.jpg
301,301,anger/image0005865.jpg,contempt,0.8003281640004780,contempt10,.jpg,contempt10.jpg
302,302,anger/image0005903.jpg,disgust,0.8581808554953130,disgust41,.jpg,disgust41.jpg
303,303,anger/image0005935.jpg,anger,0.8181746287941440,anger187,.jpg,anger187.jpg
304,304,anger/image0005962.jpg,anger,0.8884296168395680,anger188,.jpg,anger188.jpg
